moody_lighting,"氛围光照"
charlotte_corday_(fate),"夏洛特·科戴(fate)"
checkered_bikini,"格纹比基尼"
chieru_(princess_connect!),"chieru(公主连接！)"
filming,"拍摄"
funnels_(gundam),"漏斗(高达)"
hamaguchi_ayame,"滨口绫雨"
herom,"n"
hidan_no_aria,"飞弹之咏叹调"
honey_come_chatka!!,"亲爱的来chatka!!"
jan_(lightdragoon),"一月(光龙)"
kemomimi_oukoku_kokuei_housou,"kemomimi_oukoku_kokuei_housou"
kink_(tortoiseshell),"扭结(玳瑁)"
konayama_kata,"小山形"
kurowa,"黑轮"
kyuuso_inukami,"九总犬神"
lampshade,"灯罩"
mana_(tsurubeji),"法力(tsurubeji)"
meowfficer_(azur_lane),"喵喵(碧蓝航线)"
mia_(gute-nacht-0,")"
mirai_(macharge),"mirai_(macharge)"
momendoufu,"梦门豆腐"
mosin-nagant,"莫辛纳甘"
nagayama_yuunon,"长山yuunon"
ne-class_heavy_cruiser,"ne级重型巡洋舰"
okita_j._souji_(first_ascension)_(fate),"冲田j._souji(第一次提升)(fate)"
pac-man_(game),"吃豆人(游戏)"
palla_(fire_emblem),"帕拉(火徽)"
penis_on_head,"头上的阴茎"
pink_check_school_(idolmaster),"粉色格子学校(偶像大师)"
pinup_(style),"海报(风格)"
plaid_trim,"格子装饰"
raiden_(metal_gear),"雷电(金属齿轮)"
ribbon_panties,"丝带内裤"
riko_(made_in_abyss),"riko(深渊制造)"
rotom_dex,"rotom_dex"
sanpachishiki_(gyokusai-jima),"三八色(玉斋岛)"
see-through_sarong,"透明纱笼"
shaymin_(land),"谢敏(土地)"
south_dakota_(azur_lane),"南达科他州(碧蓝航线)"
strike_witches_zero,"打击女巫零"
stuffed_octopus,"酿章鱼"
suna_no_wakusei_(vocaloid),"suna_no_wakusei_(vocaloid)"
takehana_note,"竹花笔记"
team_skull_grunt,"团队骷髅咕噜声"
tsukuyomi_moonphase,"月读月相"
victory_gund,"m"
x_fingers,"x_手指"
yuubari_kai_ni_(kancolle),"夕张改_(舰娘)"
zumi_(zumidraws),"zumi_(zumidraws)"
alexmaster,"亚历克斯马斯特"
asari_nanami,"朝里七海"
bikini_day,"比基尼日"
bus_interior,"巴士内饰"
chisel,"凿子"
digimon_adventure_02,"314"
froakie,"疯狂的"
gorgon_(fate),"戈尔贡(fate)"
grayfia_lucifuge,"grayfia_lucifuge"
greatm8,"314"
haruki_(colorful_macaron),"haruki(多彩马卡龙)"
hayama_eishi,"叶山英石"
headbutt,"头撞"
kageshio_(27600,")"
kazu_(muchuukai),"kazu_(muchuukai)"
kunashiri_(kancolle),"国后_(舰娘)"
lilligant,"利利甘特"
marble_(toy),"大理石(玩具)"
mathias_leth,"马蒂亚斯莱斯"
miku_symphony_(vocaloid),"miku_交响曲_(vocaloid)"
mikura_(kancolle),"三仓_(舰娘)"
muoto,"摩托"
nidy,"尼迪"
olivia_(fire_emblem),"奥利维亚(火徽)"
piyodesu,"皮约德苏"
reinama,"雷纳马"
sableye,"紫貂"
sakurai_makoto_(custom_size),"樱井诚(自定义尺寸)"
slowpoke,"慢动作"
sturm_(granblue_fantasy),"风暴(碧蓝幻想)"
takasugi_shinsuke,"高杉真介"
takayama_haruka,"高山遥"
tetsurou_(fe+),"铁郎_(fe+)"
uneg,"未分类"
akabane_(zebrasmise),"赤羽(斑马)"
alexander_(fate),"亚历山大(fate)"
bandaid_on_neck,"脖子上的绷带"
blazpu,"布拉兹普"
common_dolphin_(kemono_friends),"普通海豚_(kemono_朋友)"
cosaten,"科萨腾"
crt,"铬"
cum_on_floor,"精液在地上"
dannex009,"313"
death-sensei_(mori_calliope),"死亡老师_(mori_calliope)"
dos_(james3022,")"
flat_screen_tv,"平板电视"
gold_coin,"金币"
gunpod,"枪托"
harumachi_nagaaki,"春町长明"
hebitsukai-san,"hebitskai-san"
inuzumi_masaki,"犬沼正树"
kashima_yuu,"鹿岛悠"
koito_yuu,"小糸悠"
marumoru,"丸之丸"
metal,"金属"
mikoko_(kemomimi_oukoku_kokuei_housou),"巫女_(kemomimi_oukoku_kokuei_housou)"
nagu,"那古"
nenobi_(nenorium),"nenobi_(nenorium)"
ojisan_to_marshmallow,"ojisan_到棉花糖"
pandemonica_(helltaker),"pandemonica_(地狱猎手)"
pija_(pianiishimo),"pija_(pianiishimo)"
pokemon_on_lap,"口袋妖怪圈"
print_pajamas,"印花睡衣"
prywinko,"普里温科"
soramuko,"空木子"
sorani_(kaeru076,")"
super_blackjack,"超级二十一点"
suu_(monster_musume),"suu_(怪物娘)"
tier_harribel,"哈里贝尔"
xenoblade_chronicles_2:_torna_-_the_golden_count,"y"
yukian,"玉健"
zekrom,"捷克罗姆"
95-t,"n"
black_general,"黑将军"
book_focus,"书籍重点"
cello,"大提琴"
fluorescent_lamp,"荧光灯"
frieza,"弗里萨"
haruka_(senran_kagura),"遥(闪乱神乐)"
kajin_(kajinman),"kajin_(kajinman)"
kodachi_(kuroyuri_shoukougun),"kodachi_(kuroyuri_shoukougun)"
ko~cha,"ko~cha"
lieass,"谎言"
little_witch_nobeta,"小魔女_nobeta"
mashima_shima,"真岛岛"
meteor,"流星"
no_thank_you!,"不"
nonowa,"诺瓦"
remodel_(warship_girls_r),"改造(军舰少女_r)"
sakura_taisen_iii,"樱花大战_iii"
sakurame,"樱花"
sekaiju_no_meikyuu_2,"312"
shirogane_hina,"白银雏"
songover,"歌曲"
suujiniku,"suujiniku"
topu,"顶级"
twilight_sparkle,"暮光闪闪"
wario,"瓦里奥"
yoshida_masaki,"吉田正崎"
you_work_you_lose,"你工作你输了"
akaza,"赤座"
ancient_princess_menace,"古代公主的威胁"
druaga_no_tou,"druaga_no_tou"
erica_(naze194,")"
forest_(442,")"
gokuu_(acoloredpencil),"悟空(彩色铅笔)"
green_sweater_vest,"绿色毛衣背心"
hakai_shin,"hakai_shin"
hole_on_body,"身体上的孔"
implied_pregnancy,"暗示怀孕"
kagura_mea,"神乐mea"
kem_kem,"凯姆凯姆"
kisaragi_zwei,"如月zwei"
koyashaka,"小夜叉"
kson,"kson"
maett,"马特"
maribel_(dq,")"
mass_effect_(series),"质量效应(系列)"
microsoft,"微软"
minccino,"明奇诺"
nikichen,"尼基辰"
pixiv_fantasia_4,"311"
plague_doctor_mask,"瘟疫医生口罩"
sayakata_katsumi,"早矢方胜美"
squat_toilet,"蹲便器"
steed_(steed_enterprise),"steed(骏马企业)"
tenten_(naruto),"天(火影忍者)"
tokiwa_midori_(kyokutou_funamushi),"常盘绿_(kyokutou_funamushi)"
valkyrie_(apex_legends),"女武神(顶级传奇)"
yamauchi_noriyasu,"山内则康"
yen_sign,"日元符号"
aka_tawashi,"又名_tawashi"
anceril_sacred,"天使神圣"
arsene_lupin_iii,"羽扇豆三世"
battle_girl_high_school,"战斗女子高中"
bike_jersey,"骑行服"
biyon,"比昂"
blue_mary,"蓝玛丽"
brown_hakama,"棕色袴"
cirno_day,"西诺日"
citron_82,"310"
cum_in_cup,"精液在杯中"
cymbals,"钹"
daifuku_(yukihana_lamy),"大福_(yukihana_lamy)"
dark_halo,"暗晕"
diyusi_(cookie),"diyusi_(饼干)"
fire_extinguisher,"灭火器"
flynn_scifo,"弗林科幻"
horned_mask,"角面罩"
inoshira,"猪头"
irohara,"色原"
irua,"伊鲁阿"
jeanne_d'arc_alter_(avenger)_(first_ascension)_(fate),"jeanne_d'arc_alter_(avenger)_(first_ascension)_(fate)"
kai'sa,"佳兆业"
kamen_rider_01_(serie,")"
kaoling,"高岭"
kujou_danbo,"九条丹宝"
kuroemon,"黑右卫门"
last_exile,"最后一次流放"
lime_slice,"青柠片"
mahou_shoujo_lyrical_nanoha_the_movie_2nd_a,"s"
megatron,"威震天"
melina_(elden_ring),"梅丽娜_(elden_戒指)"
miyauchi_renge,"宫内莲格"
new_jersey_(exhilarating_steps!)_(azur_lane),"新泽西州(令人振奋的步伐！)(蔚蓝泳道)"
nihilego,"nihilego"
nochita_shin,"nochita_shin"
ogin_(girls_und_panzer),"奥金(少女与装甲)"
ogros,"食人魔"
peke,"北京"
red_bull,"红牛"
riliane_lucifen_d'autriche,"riliane_lucifen_d'autriche"
ruined_for_marriage,"毁了婚姻"
sabitsuki,"鲭月"
takayama_sayoko,"高山小夜子"
ump40_(girls'_frontlin,")"
walking_away,"走开"
water_balloon,"水气球"
yoye_(pastel_white),"yoye(淡白)"
akatsuki_kai_ni_(kancolle),"akatsuki_kai_ni_(舰娘)"
big_boss,"大老板"
cd_case,"cd盒"
cliffheart_(arknights),"悬崖之心(方舟之夜)"
felix_argyle,"菲利克斯·阿盖尔"
franka_(arknights),"弗兰卡(方舟之夜)"
goalkeeper,"守门员"
harukigenia,"晴天"
hero_neisan,"英雄_neisan"
hokuto_(scichil),"北斗_(scichil)"
holding_magnifying_glass,"拿着放大镜"
holding_mop,"拿着拖把"
ikari_gendou,"碇间堂"
ikkyuu,"一休"
jester,"小丑"
leotard_peek,"紧身衣偷看"
liquor,"白酒"
mashayuki,"正幸"
mifune_shioriko,"三船志织子"
murakami_(girls_und_panzer),"村上隆(少女与装甲)"
necro_(guilty_gear),"死灵(罪恶装备)"
oosaka_kanagawa,"大坂神奈川"
seren_(staphy),"宁静(葡萄球菌)"
taishi_(moriverine),"太师_(moriverine)"
unyu,"云游"
yoshimoto_(dear_life),"吉本(亲爱的生活)"
zagreus_(hades),"zagreus(冥王)"
anzu_(o6v6,")"
aoi_manabu,"葵学"
arcane_jinx,"神秘的厄运"
bekotarou,"贝科太郎"
big_bad_wolf_(grimm),"大灰狼(格林)"
captain_falcon,"猎鹰船长"
chidori_kaname,"千鸟要"
core_(mayomayo),"核心(mayomayo)"
ehrrr,"呃"
felix_hugo_fraldarius,"费利克斯·雨果·弗拉达里乌斯"
gengoroumaru_(ambidextrous),"gengoroumaru(灵巧)"
hay,"干草"
hazuki_natsu,"叶月夏"
horn_(instrument),"喇叭(乐器)"
kaoruru_(sakuno291,")"
kippuru,"基普鲁"
kirara_fantasia,"kirara_幻想曲"
kisaragi_yuu_(fallen_sky),"如月悠(堕落的天空)"
krekkov,"克雷科夫"
light_cruiser_o,"i"
lunacle,"月饼"
matchstick,"火柴"
me!me!me!,"我！我！我！"
mysta_ri,"s"
nanateru,"七夜"
oyatsu_(mk,")"
rakurakutei_ramen,"乐乐亭拉面"
sekai_saisoku_no_panda,"sekai_saisoku_no_panda"
shennong_(housamo),"神农(housamo)"
shigure_asa,"时雨_asa"
tales_of_eternia,"永恒的故事"
yasuda_akira,"安田晃"
zaphn,"杂色"
aqua_leotard,"水色紧身衣"
bad_bcy_id,"坏_bcy_id"
call_of_duty,"使命召唤"
crown_hair_ornament,"皇冠发饰"
cyclone_(reizei),"旋风_(reizei)"
eonsang,"恩桑"
fighter_(7th_dragon),"战斗机(第七龙)"
hagakure_tooru,"hagakure_toru"
jakuri_(ar_tonelico),"jakuri_(ar_tonelico)"
kawazoe_tamaki,"河造玉木"
knifed,"刀"
koikawa_mino,"u"
kunihiro_hajime,"国弘_hajime"
lucknight,"幸运之夜"
mejiro_ardan_(umamusume),"mejiro_ardan_(umamusume)"
mishima_hiroji,"三岛弘治"
moon_phases,"月相"
ningen_(ningen9,")"
nozaki_umetarou,"野崎梅太郎"
oz_(genshin_impact),"奥兹(原神)"
peacock_(skullgirls),"孔雀_(skullgirls)"
raika9,"307"
rider-tan,"骑手棕褐色"
saturn_(planet),"土星(行星)"
sela_(2,")"
shikei,"时计"
single_garter_strap,"单吊袜带"
somechime_(sometime120,")"
spike_spiegel,"秒杀明镜"
spiked_hairband,"尖刺发带"
target,"目标"
tategami_aoi,"立上葵"
tsukahara_hibiki,"冢原响"
yagi_(ningen),"八木(人间)"
yepnean,"是的"
yu_mei-ren_(first_ascension)_(fate),"于美人(第一次升天)(fate)"
ada_wong,"艾达王"
aestheticc-meme,"审美模因"
akiyama_mizuki,"秋山水树"
alice:_madness_returns,"爱丽丝：疯狂回归"
amano_pikamee,"天野_pikamee"
angel_girl_(shimmer),"天使女孩(微光)"
atg_(wttoo020,")"
aya_shachou,"绫沙丑"
bad_arm,"坏胳膊"
coffee_beans,"咖啡豆"
daimaou_ruaeru,"大毛ruaeru"
dj,"DJ"
doko_tetora,"doko_tetora"
enrico_pucci,"恩里科·普奇"
france,"法国"
fuji_shinobu,"富士忍"
gag_removed,"消除了堵嘴"
green_tunic,"绿色束腰外衣"
growlithe,"生长"
hanato_(seonoaiko),"花户_(seonoaiko)"
hatsune_(princess_connect!),"初音(公主连接！)"
hatsuzuki_527,"306"
hinahino,"日野"
holocouncil,"理事会"
ichi_(ichikai),"ichi_(ichikai)"
ikeda_kazumi,"池田和美"
ilsa_(granblue_fantasy),"伊尔莎(碧蓝幻想)"
ips_cells,"IPS_细胞"
jinrui_wa_suitai_shimashita,"jinrui_wasuitai_shimashita"
kimishima_ao,"君岛ao"
kino_(m6t2,")"
kuya_(hey3625362,")"
mabing,"马屏"
mage_(ragnarok_online),"法师(仙境传说在线)"
makkachin,"马卡钦"
matatabi_(2cc,")"
midnight_(banyex),"午夜(银联)"
miyao_mi,"a"
mizuhara_koyomi,"水原孝美"
mochizuki_ryouji,"望月良司"
momose_rio,"momose_rio"
naked_necktie,"裸领带"
nemu_(nebusokugimi),"nemu_(nebusokugimi)"
new_mask_of_hope,"新的希望面具"
ocarina,"陶笛"
orie_(under_night_in-birth),"orie(出生时的夜间)"
piukute062,"306"
poppy_(league_of_legends),"罂粟(英雄联盟)"
puuakachan,"普瓦卡尚"
queen's_blade_grimoire,"女王之刃魔典"
ranpha_franboise,"兰法弗朗布瓦斯"
razalor,"剃须刀"
razor,"剃须刀"
riku_(rikkuru),"陆_(rikkuru)"
rinpoo_chuan,"仁浦川"
sandalphon_(granblue_fantasy),"sandalphon(碧蓝幻想)"
sasa_onigiri,"筱饭团"
senbon-zakura_(vocaloid),"千本樱_(vocaloid)"
senmu_(010,")"
servbot_(mega_man),"servbot(巨人)"
shauna_(pokemon),"肖纳(口袋妖怪)"
short-sleeved_sweater,"短袖毛衣"
shugao,"舒皋"
soba_(saz),"荞麦面_(saz)"
sorey_(tales),"sorey_(故事)"
striped_clothes,"条纹衣服"
tachikawa_mimi,"立川咪咪"
takakura_shouma,"高仓正马"
tetsujin_momoko,"铁人桃子"
toad_(mario),"蟾蜍(马里奥)"
tomoshibi_hidekazu,"智志英和"
ugoira_conversion,"乌戈伊拉转换"
usatarou,"兔太郎"
wan'yan_agu,"a"
yaotome_urushi,"八乙女漆"
yellow_umbrella,"黄色雨伞"
yokoshima_(euphoria),"横岛(欣快)"
arikawa_satoru,"有川悟"
ephraim_(fire_emblem),"以法莲(火徽)"
fengmo,"风墨"
final_fantasy_,"i"
gar32,"305"
hyakuhachi_(over,")"
ikuno_dictus_(umamusume),"ikuno_dictus_(umamusume)"
inflatable_dolphin,"充气海豚"
ishida_akira,"石田晃"
kane-neko,"金猫"
karin_(p&d),"卡琳_(p&d)"
mameshiba,"豆柴"
mayura2002,"305"
melona,"甜瓜"
minea_(dq,")"
miyai_sen,"米亚森"
muffin_(sirumeria),"松饼_(sirumeria)"
night_elf_(warcraft),"暗夜精灵(魔兽)"
orange_coat,"橙色外套"
poniko,"poniko"
ponsuke_(pon0000,")"
societte_(granblue_fantasy),"兴业银行(碧蓝幻想)"
swablu,"斯瓦布卢"
symmetra_(overwatch),"symmetra(守望先锋)"
takorice,"塔科里切"
tennouboshi_uzume,"天王星_uzume"
tomozero,"tomozero"
yui_toshiki,"yui_toshiki"
zafira,"赛飞利"
andou_mahoro,"安藤麻幌"
angel_mort,"天使_mort"
apt,"贴切"
ariverkao,"阿里沃考"
beeswax_(arknights),"蜂蜡_(arknights)"
body_pillow,"身体枕头"
broly_(dragon_ball_z),"布罗利(龙珠_Z)"
chocomiru,"chocomiru"
dermar,"真皮"
draenei,"德莱尼"
female_goblin,"女妖精"
futanari_pov,"futanari_pov"
giraffe_horns,"长颈鹿角"
grey_eyeshadow,"灰色眼影"
hanamiya_natsuka,"花宫夏香"
holding_briefcase,"拿着公文包"
i-47_(kancoll,")"
kanekiyo_miwa,"金清三轮"
kurusugawa_ayaka,"来栖川绫香"
lobster,"龙虾"
locomotive,"机车"
monobe_yuri,"单部百合"
monster_strike,"怪物罢工"
noah_(tettsui-sole),"诺亚_(tettsui-sole)"
persona_dancing,"角色跳舞"
prinz_heinrich_(azur_lane),"海因里希亲王(碧蓝航线)"
shake-o,"摇-o"
shirogane_miyuki,"白银美雪"
t-elos,"t-elos"
tome_of_the_night_sky,"夜空之书"
tuna,"金枪鱼"
wattaro,"瓦太郎"
yuki_(popopo),"yuki_(popopo)"
yukiu_con,"yukiu_con"
asahi_breweries,"朝日啤酒厂"
azuma_(azur_lane),"azuma(碧蓝航线)"
blue_jumpsuit,"蓝色连身衣"
bokutachi_wa_benkyou_ga_dekinai,"bokutachi_wa_benkyou_ga_dekinai"
charin,"查林"
clarevoir,"克莱尔沃"
coin_rand,"硬币兰特"
crotch_kick,"胯部踢"
dean,"院长"
diagonal-striped_neckwear,"斜条纹领带"
dorsiflexion,"背屈"
ech,"ech"
fbc,"美国广播公司"
front_slit,"前开衩"
gununu,"古努努"
haga_yui,"哈加衣"
ikurauni,"伊库拉尼"
kamille_bidan,"卡米尔·比丹"
kos-mos_ver._4,"303"
kosshii_(masa224,")"
marui_koishi,"丸井小石"
mikasa_(azur_lane),"三笠(碧蓝航线)"
minazuki_juuzou,"minazuki_juuzou"
mitsudoue,"光户上"
monrooru,"门罗鲁"
myrrh_(fire_emblem),"没药(火徽)"
nishiuri,"西柳"
patterned_legwear,"图案裤袜"
perseus_(unfamiliar_duties)_(azur_lane),"perseus_(不熟悉的职责)_(azur_Lane)"
piano_print,"钢琴印花"
running_track,"跑道"
sabamen,"萨巴门"
shiina_noriko,"椎名纪子"
short_braid,"短辫子"
slug,"蛞蝓"
sneasel,"斯内塞尔"
sou_(soutennkouchi),"苏_(soutennkouchi)"
submission_hold,"提交保持"
tapir_ears,"貘耳朵"
tidsean,"潮汐"
tkgsize,"吨公斤大小"
too_bad!_it_was_just_me!_(meme),"太糟糕了！只是我！_(模因)"
trapped,"被困"
ttomm,"ttomm"
unhappy,"不开心"
vice-versa_(skullgirls),"反之亦然(骷髅女孩)"
white_garter_belt,"白色吊袜带"
yamabuki_saaya,"山吹纱绫"
yoon_cook,"尹厨师"
25-ji_night_code_de._(project_seka,")"
atoshi,"原子"
brighid_(xenoblade),"brighid_(xenoblade)"
character_hair_ornament,"人物发饰"
darkrai,"暗雷"
dreepy,"令人毛骨悚然"
ebido,"埃比多"
green_armband,"绿臂章"
grim_aloe,"冷酷的芦荟"
hololive_fantasy,"hololive_幻想"
irelia,"艾瑞利亚"
kamia_(not_found),"卡米亚(未找到)"
knights_of_the_round_uniform,"圆形骑士团制服"
lord_of_vermilion,"朱红之主"
merry_nightmare,"快乐的噩梦"
mole_on_shoulder,"肩膀上有痣"
nontraditional_school_swimsuit,"非传统学校泳衣"
noren,"门帘"
pako_(pakosun),"帕科(pakosun)"
pen_(medium),"笔(中)"
polka_dot_pillow,"圆点枕头"
red_camisole,"红色吊带背心"
relay_baton,"接力棒"
silence_glaive,"沉默之刃"
suito,"西装"
thompson_submachine_gun,"汤普森冲锋枪"
underwear_theft,"内衣盗窃"
volkner_(pokemon),"沃尔克纳(口袋妖怪)"
yuuki_(yuyuki00,")"
zenkou,"禅口"
abbystea,"阿比斯蒂亚"
agarest_senki_(series),"阿加雷斯特战记(系列)"
amane_ruri,"天籁琉璃"
aoki_ume,"青木梅"
azki_(hololive),"azki_(hololive)"
barcode_scanner,"条码扫描器"
bonnie_(pokemon),"邦妮(宠物小精灵)"
boxing,"拳击"
dark_precure,"深色预固化剂"
diglett,"迪格利特"
ellen_(touhou),"艾伦(东方)"
foodgasm,"食物气"
frilled_shawl,"褶边披肩"
fruit_tree,"果树"
kamata_yuuya,"蒲田悠哉"
kamen_rider_build_(series),"假面骑士build(系列)"
kanta_(kanta_07,")"
koikatsu_(medium),"小胜(中)"
kuragari,"仓里"
kurose_kousuke,"黑濑康介"
lee-enfield_(girls'_frontline),"lee-enfield(女子前线)"
luxray,"勒克斯瑞"
maken-ki!,"Maken-ki!"
momo_(higanbana_and_girl),"momo_(彼岸花和女孩)"
oberon_(third_ascension)_(fate),"oberon(第三次提升)(fate)"
ogawa_shou,"小川守"
pikmin_(creature),"皮克敏(生物)"
prolapse,"脱垂"
recursion,"递归"
ryota_(ry_o_ta),"ryota_(ry_o_ta)"
sakura_empire_(emblem),"樱花帝国(徽章)"
shamare_(arknights),"shamare(方舟之夜)"
shoshinsha_mark,"shoshinsha_标记"
shuuko_(s_h_uuko),"shuuko_(sh_uuko)"
souza_samonji,"souza_samonji"
unconnected_marketeers,"无关的营销人员"
vector_(girls'_frontline),"矢量(女孩前线)"
yakisoba,"炒面"
adjusting_leotard,"调整紧身衣"
ae-3803,"300"
arceus,"弧菌"
arizuka_(catacombe),"有冢(地下墓穴)"
ashe_(league_of_legends),"阿什(英雄联盟)"
blue_male_underwear,"蓝色男内裤"
blueberry_(595,")"
c.c._lemon,"cc_柠檬"
core,"核心"
cross_(crossryou),"交叉_(crossryou)"
dorontabi,"多龙塔比"
foaming_at_the_mouth,"口吐白沫"
force-feeding,"强制喂食"
ganari_ryuu,"ganari_ryuu"
hinatsuki_mikan,"日月蜜柑"
kadeart,"卡迪尔"
kikumaru_bunta,"菊丸文太"
kuro_(be_ok),"kuro(没关系)"
kurumi_(touhou),"久留美(东方)"
leopard_boy,"豹子男孩"
memories_off,"记忆关闭"
michelle_(bang_dream!),"米歇尔(好梦！)"
mine_fujiko,"我的藤子"
mirror_image,"镜像"
morizono_shiki,"森园式"
music_video,"音乐视频"
on_box,"在盒子上"
persona_4_the_gold,"n"
pidgey,"皮吉"
shirahane_nao,"白羽直"
silent_hill_2,"300"
spiked_gauntlets,"尖刺手套"
takanashi_souta,"高梨相太"
take_it_home,"带回家"
uguisumaru,"乌鬼丸"
ushiromiya_eva,"饭宫eva"
vertical_comic,"垂直漫画"
wakfu,"wakfu"
wobbuffet,"自助餐"
wolf_paws,"狼爪"
akane_(blue_archive),"茜(蓝色档案)"
akatsuki_hijiri,"晓希尻"
animation_paper,"动画纸"
breast_contest,"乳房比赛"
canister,"罐"
clueless,"无知"
dengeki_g's,"电击g's"
franky,"坦率"
hands_on_thighs,"双手放在大腿上"
in_heat,"在高温中"
koshigaya_komari,"越谷小丸"
leona_(league_of_legends),"leona(英雄联盟)"
lightsource,"光源"
masha,"玛莎"
mashiro_(rikuya),"真白(六谷)"
material-s,"材料-s"
meeko,"米高"
negahami,"负滨"
owari_akane,"尾张茜"
plackart,"餐盘"
re:shimashima,"回复：岛岛"
scizor,"剪刀"
senji_(tegone_spike),"senji_(tegone_穗)"
senran_kagura_new_link,"闪乱神乐新链接"
shared_blanket,"共享毯子"
swan,"天鹅"
takagi_(tansuke),"高木_(tansuke)"
train_station_platform,"火车站月台"
urban,"城市"
warlock_(ragnarok_online),"术士(仙境传说在线)"
wing_brooch,"翅膀胸针"
against_fence,"对着栅栏"
amedamacon,"艾美麦肯"
anti_(032,")"
aqua_skin,"水色皮肤"
arthropod_boy,"节肢动物男孩"
ask_(askzy),"问_(askzy)"
ayase_fuuka,"绫濑风香"
broken_mirror,"破镜子"
butterfly_ornament,"蝴蝶饰品"
chocolate_chip_cookie,"巧克力曲奇"
edward_teach_(fate),"爱德华教(fate)"
garland_(decoration),"花环(装饰)"
ichininmae_no_lady,"一人前没有女士"
incoming_drink,"来酒"
intertwined_tails,"交织的尾巴"
juuban_middle_school_uniform,"十番中学制服"
kamiya_maneki,"神谷招手"
koshika_rina,"koshika_梨奈"
m4_sherm,"n"
nameless_dagger_(fate),"无名匕首(fate)"
night_vision_device,"夜视仪"
oda_nobunaga_(maou_avenger)_(fate),"织田信长_(maou_avenger)_(fate)"
playing_card_theme,"扑克牌主题"
print_footwear,"印花鞋类"
pyukumuku,"pyukumuku"
school_of_fish,"鱼群"
shalon,"沙龙"
shin'en_(gyokuro_company),"shin'en_(gyokuro公司)"
stone_mask_(jojo),"石面具_(jojo)"
stop_sign,"停车标志"
sunny_(omori),"阳光明媚(森)"
super_saiyan_4,"298"
touhou_lost_word,"东方失语"
yellow_tail,"黄尾"
yuuyu_(77,")"
a6m_ze,"o"
abigail_williams_(swimsuit_foreigner)_(first_ascension)_(fate),"abigail_williams(泳装外国人)(第一次升天)(fate)"
akai_sashimi,"赤井生鱼片"
ali_baba_saluja,"阿里巴巴萨卢加"
alicia_(granblue_fantasy),"艾丽西亚(碧蓝幻想)"
aozaki_touko,"青崎刀子"
asahina_mafuyu,"朝比奈真冬"
barbell,"杠铃"
beowulf_(fate),"贝奥武夫(fate)"
berabou,"贝拉布"
blue_tabard,"蓝色战袍"
cleopatra_(fate),"克娄巴特拉(fate)"
crown_removed,"已移除牙冠"
cuteg,"可爱"
deva_battle_suit,"天神战斗服"
egawa_satsuki,"江川小月"
florence_nightingale_(fate)_(cosplay),"佛罗伦萨夜莺(fate)(角色扮演)"
florence_nightingale_(trick_or_treatment)_(fate)_(cosplay),"佛罗伦萨夜莺(不给糖就捣蛋)(fate)(角色扮演)"
folks_(nabokof),"伙计们_(nabokof)"
gogeta,"悟塔"
grumpy_nun_(diva),"脾气暴躁的修女_(diva)"
ham_(points),"火腿(点)"
hirato_(kancolle),"平户_(舰娘)"
hoozuki_(hoozuki_no_reitetsu),"hoozuki_(hoozuki_no_reitetsu)"
ichiren_namiro,"波一莲"
kaigen_1025,"297"
kamen_rider_den-o_(series),"假面骑士电王_(系列)"
kim_hyung_tae,"金亨泰"
kiri_futoshi,"切里_futoshi"
kuwashima_rein,"桑岛缰绳"
mad_hatter_(alice_in_wonderland),"疯帽子(爱丽丝梦游仙境)"
mimino_kurumi,"三美野久留美"
mirin_chikuwa,"味霖竹轮"
no,"不"
okayado,"好啊多"
onigiri_print,"饭团打印"
oshiki_hitoshi,"大木仁"
ozen,"欧兹"
pac-man_eyes,"吃豆人的眼睛"
pan-pa-ka-paaan!,"pan-pa-ka-paaan!"
project_diva,"项目女主角"
quiz_magic_academy_the_world_evolve,"测验魔法学院世界进化"
sacred_heart,"圣心"
san_diego_(azur_lane),"圣地亚哥(碧蓝航线)"
sariel_(touhou),"沙利尔(东方)"
satomi_(black_scarecrow),"satomi_(黑色稻草人)"
severed_arm,"断臂"
shihou_(g-o-s),"世厚(gos)"
shinekalta,"辛卡尔塔"
shiragiku_hotaru,"白菊萤"
shirosuzu,"白铃"
shirt_slip,"衬衣"
shoe_removed,"鞋子被移除"
shoulder_grab,"肩抓"
sonsaku_hakufu,"尊作白府"
suguri,"苏古里"
suna_(s73,")"
suspenders_gap,"吊带间隙"
terakoya,"寺子屋"
the_witcher_3,"297"
wakasa_yuuri,"若狭勇利"
watarai_keiji,"渡井敬司"
weidashming,"威达明"
xter,"xter"
yaomai,"药麦"
z/x,"z/x"
comic_a,"n"
crisis_core_final_fantasy_vii,"危机核心最终幻想vii"
demi-chan_wa_kataritai,"demi-chan_wa_kataritai"
end_of_evangelion,"新世纪福音战士的结局"
flora_(dq,")"
fujieda_uzuki,"藤枝小月"
hand_on_another's_penis,"把手放在别人的阴茎上"
hitoribocchi_no_marumaru_seikatsu,"hitoribocchi_no_marumaru_seikatsu"
isedaichi_ken,"伊势田一健"
ishimiso_(ishimura),"石矶_(石村)"
iws_2000_(girls'_frontlin,")"
jonsun,"琼顺"
kentaurosu,"剑龙鱼"
keyaki_chimaki,"榉木卷"
knife_holster,"刀套"
kvlen,"克伦"
majutsushi_orphen,"majutsushi_orphen"
mouri_ran,"毛里跑"
nakamura_hinato,"中村日向"
ole_tower,"老塔"
oosaki_shin'ya,"大崎新也"
